"country_or_area","year","area","month","record_type","reliability","source_year","value","value_footnotes"
"Saint Helena ex. dep.",2018,"Total","April","Data tabulated by year of occurrence","Final figure, complete",2019,6,""
"Saint Helena ex. dep.",2018,"Total","May","Data tabulated by year of occurrence","Final figure, complete",2019,2,""
"Saint Helena ex. dep.",2018,"Total","June","Data tabulated by year of occurrence","Final figure, complete",2019,5,""
"Saint Helena ex. dep.",2018,"Total","July","Data tabulated by year of occurrence","Final figure, complete",2019,4,""
"Saint Helena ex. dep.",2018,"Total","August","Data tabulated by year of occurrence","Final figure, complete",2019,2,""
"Saint Helena ex. dep.",2018,"Total","September","Data tabulated by year of occurrence","Final figure, complete",2019,7,""
"Saint Helena ex. dep.",2018,"Total","October","Data tabulated by year of occurrence","Final figure, complete",2019,6,""
"Saint Helena ex. dep.",2018,"Total","November","Data tabulated by year of occurrence","Final figure, complete",2019,2,""
"Saint Helena ex. dep.",2018,"Total","December","Data tabulated by year of occurrence","Final figure, complete",2019,5,""
"Saint Helena ex. dep.",2018,"Total","Unknown","Data tabulated by year of occurrence","Final figure, complete",2019,0,""
"Saint Kitts and Nevis",1989,"Total","Total","Data tabulated by year of occurrence","Final figure, complete",1990,484,""
"Saint Kitts and Nevis",1989,"Total","January - March","Data tabulated by year of occurrence","Final figure, complete",1990,123,""
"Saint Kitts and Nevis",1989,"Total","April - June","Data tabulated by year of occurrence","Final figure, complete",1990,113,""
"Saint Kitts and Nevis",1989,"Total","July - September","Data tabulated by year of occurrence","Final figure, complete",1990,127,""
"Saint Kitts and Nevis",1989,"Total","October - December","Data tabulated by year of occurrence","Final figure, complete",1990,121,""
"Saint Lucia",2002,"Total","Total","Data tabulated by year of registration","Final figure, complete",2003,957,""
"Saint Lucia",2002,"Total","January","Data tabulated by year of registration","Final figure, complete",2003,105,""
"Saint Lucia",2002,"Total","February","Data tabulated by year of registration","Final figure, complete",2003,101,""
"Saint Lucia",2002,"Total","March","Data tabulated by year of registration","Final figure, complete",2003,74,""
"Saint Lucia",2002,"Total","April","Data tabulated by year of registration","Final figure, complete",2003,87,""
"Saint Lucia",2002,"Total","May","Data tabulated by year of registration","Final figure, complete",2003,81,""
"Saint Lucia",2002,"Total","June","Data tabulated by year of registration","Final figure, complete",2003,84,""
"Saint Lucia",2002,"Total","July","Data tabulated by year of registration","Final figure, complete",2003,73,""
"Saint Lucia",2002,"Total","August","Data tabulated by year of registration","Final figure, complete",2003,64,""
"Saint Lucia",2002,"Total","September","Data tabulated by year of registration","Final figure, complete",2003,66,""
"Saint Lucia",2002,"Total","October","Data tabulated by year of registration","Final figure, complete",2003,86,""
"Saint Lucia",2002,"Total","November","Data tabulated by year of registration","Final figure, complete",2003,60,""
"Saint Lucia",2002,"Total","December","Data tabulated by year of registration","Final figure, complete",2003,76,""
"Saint Pierre and Miquelon",1981,"Total","Total","Data tabulated by year of occurrence","Final figure, complete",1982,50,""
"Saint Pierre and Miquelon",1981,"Total","January","Data tabulated by year of occurrence","Final figure, complete",1982,4,""
"Saint Pierre and Miquelon",1981,"Total","February","Data tabulated by year of occurrence","Final figure, complete",1982,3,""
"Saint Pierre and Miquelon",1981,"Total","March","Data tabulated by year of occurrence","Final figure, complete",1982,4,""
"Saint Pierre and Miquelon",1981,"Total","April","Data tabulated by year of occurrence","Final figure, complete",1982,4,""
"Saint Pierre and Miquelon",1981,"Total","May","Data tabulated by year of occurrence","Final figure, complete",1982,4,""
"Saint Pierre and Miquelon",1981,"Total","June","Data tabulated by year of occurrence","Final figure, complete",1982,2,""
"Saint Pierre and Miquelon",1981,"Total","July","Data tabulated by year of occurrence","Final figure, complete",1982,3,""
"Saint Pierre and Miquelon",1981,"Total","August","Data tabulated by year of occurrence","Final figure, complete",1982,2,""
"Saint Pierre and Miquelon",1981,"Total","September","Data tabulated by year of occurrence","Final figure, complete",1982,10,""
"Saint Pierre and Miquelon",1981,"Total","October","Data tabulated by year of occurrence","Final figure, complete",1982,6,""
"Saint Pierre and Miquelon",1981,"Total","November","Data tabulated by year of occurrence","Final figure, complete",1982,6,""
"Saint Pierre and Miquelon",1981,"Total","December","Data tabulated by year of occurrence","Final figure, complete",1982,2,""
"Saint Vincent and the Grenadines",2014,"Total","Total","Data tabulated by year of occurrence","Final figure, complete",2016,1017,"44"
"Saint Vincent and the Grenadines",2014,"Total","January","Data tabulated by year of occurrence","Final figure, complete",2016,83,"44"
"Saint Vincent and the Grenadines",2014,"Total","February","Data tabulated by year of occurrence","Final figure, complete",2016,81,"44"
"Saint Vincent and the Grenadines",2014,"Total","March","Data tabulated by year of occurrence","Final figure, complete",2016,79,"44"
"Saint Vincent and the Grenadines",2014,"Total","April","Data tabulated by year of occurrence","Final figure, complete",2016,68,"44"
"Saint Vincent and the Grenadines",2014,"Total","May","Data tabulated by year of occurrence","Final figure, complete",2016,88,"44"
"Saint Vincent and the Grenadines",2014,"Total","June","Data tabulated by year of occurrence","Final figure, complete",2016,61,"44"
"Saint Vincent and the Grenadines",2014,"Total","July","Data tabulated by year of occurrence","Final figure, complete",2016,87,"44"
"Saint Vincent and the Grenadines",2014,"Total","August","Data tabulated by year of occurrence","Final figure, complete",2016,97,"44"
"Saint Vincent and the Grenadines",2014,"Total","September","Data tabulated by year of occurrence","Final figure, complete",2016,110,"44"
"Saint Vincent and the Grenadines",2014,"Total","October","Data tabulated by year of occurrence","Final figure, complete",2016,92,"44"
"Saint Vincent and the Grenadines",2014,"Total","November","Data tabulated by year of occurrence","Final figure, complete",2016,90,"44"
"Saint Vincent and the Grenadines",2014,"Total","December","Data tabulated by year of occurrence","Final figure, complete",2016,81,"44"
"Saint Vincent and the Grenadines",2014,"Total","Unknown","Data tabulated by year of occurrence","Final figure, complete",2016,0,"44"
"Samoa",1980,"Total","Total","Data tabulated by year of occurrence","Final figure, complete",1981,475,""
"Samoa",1980,"Total","January","Data tabulated by year of occurrence","Final figure, complete",1981,39,""
"Samoa",1980,"Total","February","Data tabulated by year of occurrence","Final figure, complete",1981,40,""
"Samoa",1980,"Total","March","Data tabulated by year of occurrence","Final figure, complete",1981,37,""
"Samoa",1980,"Total","April","Data tabulated by year of occurrence","Final figure, complete",1981,40,""
"Samoa",1980,"Total","May","Data tabulated by year of occurrence","Final figure, complete",1981,36,""
"Samoa",1980,"Total","June","Data tabulated by year of occurrence","Final figure, complete",1981,36,""
"Samoa",1980,"Total","July","Data tabulated by year of occurrence","Final figure, complete",1981,30,""
"Samoa",1980,"Total","August","Data tabulated by year of occurrence","Final figure, complete",1981,48,""
"Samoa",1980,"Total","September","Data tabulated by year of occurrence","Final figure, complete",1981,42,""
"Samoa",1980,"Total","October","Data tabulated by year of occurrence","Final figure, complete",1981,39,""
"Samoa",1980,"Total","November","Data tabulated by year of occurrence","Final figure, complete",1981,45,""
"Samoa",1980,"Total","December","Data tabulated by year of occurrence","Final figure, complete",1981,43,""
"San Marino",2017,"Total","Total","Data tabulated by year of occurrence","Final figure, complete",2019,278,""
"San Marino",2017,"Total","January","Data tabulated by year of occurrence","Final figure, complete",2019,25,""
"San Marino",2017,"Total","February","Data tabulated by year of occurrence","Final figure, complete",2019,33,""
"San Marino",2017,"Total","March","Data tabulated by year of occurrence","Final figure, complete",2019,27,""
"San Marino",2017,"Total","April","Data tabulated by year of occurrence","Final figure, complete",2019,19,""
"San Marino",2017,"Total","May","Data tabulated by year of occurrence","Final figure, complete",2019,19,""
"San Marino",2017,"Total","June","Data tabulated by year of occurrence","Final figure, complete",2019,27,""
"San Marino",2017,"Total","July","Data tabulated by year of occurrence","Final figure, complete",2019,24,""
"San Marino",2017,"Total","August","Data tabulated by year of occurrence","Final figure, complete",2019,22,""
"San Marino",2017,"Total","September","Data tabulated by year of occurrence","Final figure, complete",2019,27,""
"San Marino",2017,"Total","October","Data tabulated by year of occurrence","Final figure, complete",2019,22,""
"San Marino",2017,"Total","November","Data tabulated by year of occurrence","Final figure, complete",2019,10,""
"San Marino",2017,"Total","December","Data tabulated by year of occurrence","Final figure, complete",2019,23,""
"Serbia",2019,"Total","January","Data tabulated by year of registration","Provisional figure",2019,8672,"45"
"Serbia",2019,"Total","February","Data tabulated by year of registration","Provisional figure",2019,9793,"45"
"Serbia",2019,"Total","March","Data tabulated by year of registration","Provisional figure",2019,8933,"45"
"Serbia",2019,"Total","April","Data tabulated by year of registration","Provisional figure",2019,8256,"45"
"Serbia",2019,"Total","May","Data tabulated by year of registration","Provisional figure",2019,8950,"45"
"Serbia",2019,"Total","June","Data tabulated by year of registration","Provisional figure",2019,7705,"45"
"Serbia",2019,"Total","July","Data tabulated by year of registration","Provisional figure",2019,8322,"45"
"Serbia",2019,"Total","August","Data tabulated by year of registration","Provisional figure",2019,7620,"45"
"Serbia",2019,"Total","September","Data tabulated by year of registration","Provisional figure",2019,7476,"45"
"Serbia",2019,"Total","October","Data tabulated by year of registration","Provisional figure",2019,8441,"45"
"Seychelles",2013,"Total","Total","Data tabulated by year of registration","Final figure, complete",2014,717,""
"Seychelles",2013,"Total","January","Data tabulated by year of registration","Final figure, complete",2014,66,""
"Seychelles",2013,"Total","February","Data tabulated by year of registration","Final figure, complete",2014,42,""
"Seychelles",2013,"Total","March","Data tabulated by year of registration","Final figure, complete",2014,52,""
"Seychelles",2013,"Total","April","Data tabulated by year of registration","Final figure, complete",2014,66,""
"Seychelles",2013,"Total","May","Data tabulated by year of registration","Final figure, complete",2014,64,""
"Seychelles",2013,"Total","June","Data tabulated by year of registration","Final figure, complete",2014,60,""
"Seychelles",2013,"Total","July","Data tabulated by year of registration","Final figure, complete",2014,57,""
"Seychelles",2013,"Total","August","Data tabulated by year of registration","Final figure, complete",2014,63,""
"Seychelles",2013,"Total","September","Data tabulated by year of registration","Final figure, complete",2014,45,""
"Seychelles",2013,"Total","October","Data tabulated by year of registration","Final figure, complete",2014,64,""
"Seychelles",2013,"Total","November","Data tabulated by year of registration","Final figure, complete",2014,72,""
"Seychelles",2013,"Total","December","Data tabulated by year of registration","Final figure, complete",2014,66,""
"Seychelles",2013,"Total","Unknown","Data tabulated by year of registration","Final figure, complete",2014,0,""
"Singapore",2018,"Total","Total","Data tabulated by year of registration","Final figure, complete",2019,21282,""
"Singapore",2018,"Total","January","Data tabulated by year of registration","Final figure, complete",2019,1931,""
"Singapore",2018,"Total","February","Data tabulated by year of registration","Final figure, complete",2019,1662,""
"Singapore",2018,"Total","March","Data tabulated by year of registration","Final figure, complete",2019,1778,""
"Singapore",2018,"Total","April","Data tabulated by year of registration","Final figure, complete",2019,1668,""
"Singapore",2018,"Total","May","Data tabulated by year of registration","Final figure, complete",2019,1829,""
"Singapore",2018,"Total","June","Data tabulated by year of registration","Final figure, complete",2019,1748,""
"Singapore",2018,"Total","July","Data tabulated by year of registration","Final figure, complete",2019,1791,""
"Singapore",2018,"Total","August","Data tabulated by year of registration","Final figure, complete",2019,1806,""
"Singapore",2018,"Total","September","Data tabulated by year of registration","Final figure, complete",2019,1655,""
"Singapore",2018,"Total","October","Data tabulated by year of registration","Final figure, complete",2019,1773,""
"Singapore",2018,"Total","November","Data tabulated by year of registration","Final figure, complete",2019,1703,""
"Singapore",2018,"Total","December","Data tabulated by year of registration","Final figure, complete",2019,1938,""
"Singapore",2018,"Total","Unknown","Data tabulated by year of registration","Final figure, complete",2019,0,""
"Slovakia",2017,"Total","Total","Data tabulated by year of occurrence","Final figure, complete",2019,53914,""
"Slovakia",2017,"Total","January","Data tabulated by year of occurrence","Final figure, complete",2019,6172,""
"Slovakia",2017,"Total","February","Data tabulated by year of occurrence","Final figure, complete",2019,4853,""
"Slovakia",2017,"Total","March","Data tabulated by year of occurrence","Final figure, complete",2019,4639,""
"Slovakia",2017,"Total","April","Data tabulated by year of occurrence","Final figure, complete",2019,4324,""
"Slovakia",2017,"Total","May","Data tabulated by year of occurrence","Final figure, complete",2019,4138,""
"Slovakia",2017,"Total","June","Data tabulated by year of occurrence","Final figure, complete",2019,3941,""
"Slovakia",2017,"Total","July","Data tabulated by year of occurrence","Final figure, complete",2019,4114,""
"Slovakia",2017,"Total","August","Data tabulated by year of occurrence","Final figure, complete",2019,4347,""
"Slovakia",2017,"Total","September","Data tabulated by year of occurrence","Final figure, complete",2019,4157,""
"Slovakia",2017,"Total","October","Data tabulated by year of occurrence","Final figure, complete",2019,4387,""
"Slovakia",2017,"Total","November","Data tabulated by year of occurrence","Final figure, complete",2019,4283,""
"Slovakia",2017,"Total","December","Data tabulated by year of occurrence","Final figure, complete",2019,4559,""
"Slovenia",2019,"Total","January - March","Data tabulated by year of occurrence","Provisional figure",2019,5968,""
"Slovenia",2019,"Total","April - June","Data tabulated by year of occurrence","Provisional figure",2019,4742,""
"Spain",2018,"Total","Total","Data tabulated by year of occurrence","Provisional figure",2019,423636,""
"Spain",2018,"Total","January","Data tabulated by year of occurrence","Provisional figure",2019,47639,""
"Spain",2018,"Total","February","Data tabulated by year of occurrence","Provisional figure",2019,39539,""
"Spain",2018,"Total","March","Data tabulated by year of occurrence","Provisional figure",2019,39552,""
"Spain",2018,"Total","April","Data tabulated by year of occurrence","Provisional figure",2019,34743,""
"Spain",2018,"Total","May","Data tabulated by year of occurrence","Provisional figure",2019,33189,""
"Spain",2018,"Total","June","Data tabulated by year of occurrence","Provisional figure",2019,31680,""
"Spain",2018,"Total","July","Data tabulated by year of occurrence","Provisional figure",2019,31958,""
"Spain",2018,"Total","August","Data tabulated by year of occurrence","Provisional figure",2019,32876,""
"Spain",2018,"Total","September","Data tabulated by year of occurrence","Provisional figure",2019,29968,""
"Spain",2018,"Total","October","Data tabulated by year of occurrence","Provisional figure",2019,32503,""
"Spain",2018,"Total","November","Data tabulated by year of occurrence","Provisional figure",2019,33873,""
"Spain",2018,"Total","December","Data tabulated by year of occurrence","Provisional figure",2019,36116,""
"Sri Lanka",2012,"Total","Total","Data tabulated by year of registration","Provisional figure",2014,122063,""
"Sri Lanka",2012,"Total","January","Data tabulated by year of registration","Provisional figure",2014,11566,""
"Sri Lanka",2012,"Total","February","Data tabulated by year of registration","Provisional figure",2014,10119,""
"Sri Lanka",2012,"Total","March","Data tabulated by year of registration","Provisional figure",2014,10529,""
"Sri Lanka",2012,"Total","April","Data tabulated by year of registration","Provisional figure",2014,9482,""
"Sri Lanka",2012,"Total","May","Data tabulated by year of registration","Provisional figure",2014,11128,""
"Sri Lanka",2012,"Total","June","Data tabulated by year of registration","Provisional figure",2014,10141,""
"Sri Lanka",2012,"Total","July","Data tabulated by year of registration","Provisional figure",2014,9951,""
"Sri Lanka",2012,"Total","August","Data tabulated by year of registration","Provisional figure",2014,9541,""
"Sri Lanka",2012,"Total","September","Data tabulated by year of registration","Provisional figure",2014,9368,""
"Sri Lanka",2012,"Total","October","Data tabulated by year of registration","Provisional figure",2014,9633,""
"Sri Lanka",2012,"Total","November","Data tabulated by year of registration","Provisional figure",2014,10385,""
"Sri Lanka",2012,"Total","December","Data tabulated by year of registration","Provisional figure",2014,10220,""
"Suriname",2017,"Total","Total","Data tabulated by year of occurrence","Final figure, complete",2019,3508,""
"Suriname",2017,"Total","January","Data tabulated by year of occurrence","Final figure, complete",2019,329,""
"Suriname",2017,"Total","February","Data tabulated by year of occurrence","Final figure, complete",2019,238,""
"Suriname",2017,"Total","March","Data tabulated by year of occurrence","Final figure, complete",2019,308,""
"Suriname",2017,"Total","April","Data tabulated by year of occurrence","Final figure, complete",2019,294,""
"Suriname",2017,"Total","May","Data tabulated by year of occurrence","Final figure, complete",2019,288,""
"Suriname",2017,"Total","June","Data tabulated by year of occurrence","Final figure, complete",2019,252,""
"Suriname",2017,"Total","July","Data tabulated by year of occurrence","Final figure, complete",2019,297,""
"Suriname",2017,"Total","August","Data tabulated by year of occurrence","Final figure, complete",2019,331,""
"Suriname",2017,"Total","September","Data tabulated by year of occurrence","Final figure, complete",2019,321,""
"Suriname",2017,"Total","October","Data tabulated by year of occurrence","Final figure, complete",2019,320,""
"Suriname",2017,"Total","November","Data tabulated by year of occurrence","Final figure, complete",2019,285,""
"Suriname",2017,"Total","December","Data tabulated by year of occurrence","Final figure, complete",2019,245,""
"Sweden",2019,"Total","January","Data tabulated by year of occurrence","Provisional figure",2019,8329,""
"Sweden",2019,"Total","February","Data tabulated by year of occurrence","Provisional figure",2019,7446,""
"Sweden",2019,"Total","March","Data tabulated by year of occurrence","Provisional figure",2019,7764,""
"Sweden",2019,"Total","April","Data tabulated by year of occurrence","Provisional figure",2019,7335,""
"Sweden",2019,"Total","May","Data tabulated by year of occurrence","Provisional figure",2019,7116,""
"Sweden",2019,"Total","July","Data tabulated by year of occurrence","Provisional figure",2019,6907,""
"Sweden",2019,"Total","August","Data tabulated by year of occurrence","Provisional figure",2019,6987,""
"Sweden",2019,"Total","September","Data tabulated by year of occurrence","Provisional figure",2019,6819,""
"Sweden",2019,"Total","October","Data tabulated by year of occurrence","Provisional figure",2019,7506,""
"Sweden",2019,"Total","November","Data tabulated by year of occurrence","Provisional figure",2019,7418,""
"Switzerland",2019,"Total","January","Data tabulated by year of occurrence","Provisional figure",2019,5968,""
"Switzerland",2019,"Total","February","Data tabulated by year of occurrence","Provisional figure",2019,5940,""
"Switzerland",2019,"Total","March","Data tabulated by year of occurrence","Provisional figure",2019,6006,""
"Switzerland",2019,"Total","April","Data tabulated by year of occurrence","Provisional figure",2019,5389,""
"Switzerland",2019,"Total","May","Data tabulated by year of occurrence","Provisional figure",2019,5437,""
"Switzerland",2019,"Total","June","Data tabulated by year of occurrence","Provisional figure",2019,5075,""
"Switzerland",2019,"Total","July","Data tabulated by year of occurrence","Provisional figure",2019,5316,""
"Switzerland",2019,"Total","August","Data tabulated by year of occurrence","Provisional figure",2019,5100,""
"Switzerland",2019,"Total","September","Data tabulated by year of occurrence","Provisional figure",2019,5172,""
"Switzerland",2019,"Total","October","Data tabulated by year of occurrence","Provisional figure",2019,5527,""
"Syrian Arab Republic",1984,"Total","Total","Data tabulated by year of occurrence","Final figure, complete",1985,50572,""
"Syrian Arab Republic",1984,"Total","January","Data tabulated by year of occurrence","Final figure, complete",1985,5172,""
"Syrian Arab Republic",1984,"Total","February","Data tabulated by year of occurrence","Final figure, complete",1985,4744,""
"Syrian Arab Republic",1984,"Total","March","Data tabulated by year of occurrence","Final figure, complete",1985,4886,""
"Syrian Arab Republic",1984,"Total","April","Data tabulated by year of occurrence","Final figure, complete",1985,4194,""
"Syrian Arab Republic",1984,"Total","May","Data tabulated by year of occurrence","Final figure, complete",1985,3882,""
"Syrian Arab Republic",1984,"Total","June","Data tabulated by year of occurrence","Final figure, complete",1985,3211,""
"Syrian Arab Republic",1984,"Total","July","Data tabulated by year of occurrence","Final figure, complete",1985,4034,""
"Syrian Arab Republic",1984,"Total","August","Data tabulated by year of occurrence","Final figure, complete",1985,3935,""
"Syrian Arab Republic",1984,"Total","September","Data tabulated by year of occurrence","Final figure, complete",1985,3524,""
"Syrian Arab Republic",1984,"Total","October","Data tabulated by year of occurrence","Final figure, complete",1985,4159,""
"Syrian Arab Republic",1984,"Total","November","Data tabulated by year of occurrence","Final figure, complete",1985,3923,""
"Syrian Arab Republic",1984,"Total","December","Data tabulated by year of occurrence","Final figure, complete",1985,4908,""
"Tajikistan",2000,"Total","Total","Data tabulated by year of occurrence","Final figure, complete",2004,26492,""
"Tajikistan",2000,"Total","January","Data tabulated by year of occurrence","Final figure, complete",2004,2917,""
"Tajikistan",2000,"Total","February","Data tabulated by year of occurrence","Final figure, complete",2004,2995,""
"Tajikistan",2000,"Total","March","Data tabulated by year of occurrence","Final figure, complete",2004,2519,""
"Tajikistan",2000,"Total","April","Data tabulated by year of occurrence","Final figure, complete",2004,2129,""
"Tajikistan",2000,"Total","May","Data tabulated by year of occurrence","Final figure, complete",2004,2098,""
"Tajikistan",2000,"Total","June","Data tabulated by year of occurrence","Final figure, complete",2004,2111,""
"Tajikistan",2000,"Total","July","Data tabulated by year of occurrence","Final figure, complete",2004,1941,""
"Tajikistan",2000,"Total","August","Data tabulated by year of occurrence","Final figure, complete",2004,2089,""
"Tajikistan",2000,"Total","September","Data tabulated by year of occurrence","Final figure, complete",2004,1865,""
"Tajikistan",2000,"Total","October","Data tabulated by year of occurrence","Final figure, complete",2004,1878,""
"Tajikistan",2000,"Total","November","Data tabulated by year of occurrence","Final figure, complete",2004,1903,""
"Tajikistan",2000,"Total","December","Data tabulated by year of occurrence","Final figure, complete",2004,2047,""
"Thailand",1983,"Total","Total","Data tabulated by year of occurrence","Final figure, complete",1984,252592,""
"Thailand",1983,"Total","January","Data tabulated by year of occurrence","Final figure, complete",1984,22448,""
"Thailand",1983,"Total","February","Data tabulated by year of occurrence","Final figure, complete",1984,19690,""
"Thailand",1983,"Total","March","Data tabulated by year of occurrence","Final figure, complete",1984,21269,""
"Thailand",1983,"Total","April","Data tabulated by year of occurrence","Final figure, complete",1984,22223,""
"Thailand",1983,"Total","May","Data tabulated by year of occurrence","Final figure, complete",1984,21763,""
"Thailand",1983,"Total","June","Data tabulated by year of occurrence","Final figure, complete",1984,22497,""
"Thailand",1983,"Total","July","Data tabulated by year of occurrence","Final figure, complete",1984,20833,""
"Thailand",1983,"Total","August","Data tabulated by year of occurrence","Final figure, complete",1984,21561,""
"Thailand",1983,"Total","September","Data tabulated by year of occurrence","Final figure, complete",1984,20092,""
"Thailand",1983,"Total","October","Data tabulated by year of occurrence","Final figure, complete",1984,19745,""
"Thailand",1983,"Total","November","Data tabulated by year of occurrence","Final figure, complete",1984,19208,""
"Thailand",1983,"Total","December","Data tabulated by year of occurrence","Final figure, complete",1984,21263,""
"Tokelau",1982,"Total","Total","Data tabulated by year of occurrence","Final figure, complete",1982,16,""
"Tokelau",1982,"Total","January","Data tabulated by year of occurrence","Final figure, complete",1982,0,""
"Tokelau",1982,"Total","February","Data tabulated by year of occurrence","Final figure, complete",1982,3,""
"Tokelau",1982,"Total","March","Data tabulated by year of occurrence","Final figure, complete",1982,1,""
"Tokelau",1982,"Total","April","Data tabulated by year of occurrence","Final figure, complete",1982,2,""
"Tokelau",1982,"Total","May","Data tabulated by year of occurrence","Final figure, complete",1982,0,""
"Tokelau",1982,"Total","June","Data tabulated by year of occurrence","Final figure, complete",1982,4,""
"Tokelau",1982,"Total","July","Data tabulated by year of occurrence","Final figure, complete",1982,1,""
"Tokelau",1982,"Total","August","Data tabulated by year of occurrence","Final figure, complete",1982,2,""
"Tokelau",1982,"Total","September","Data tabulated by year of occurrence","Final figure, complete",1982,3,""
"Tokelau",1982,"Total","October","Data tabulated by year of occurrence","Final figure, complete",1982,0,""
"Tokelau",1982,"Total","November","Data tabulated by year of occurrence","Final figure, complete",1982,0,""
"Tokelau",1982,"Total","December","Data tabulated by year of occurrence","Final figure, complete",1982,0,""
"Tonga",2000,"Total","Total","Data tabulated by year of registration","Final figure, complete",2002,653,""
"Tonga",2000,"Total","January","Data tabulated by year of registration","Final figure, complete",2002,47,""
"Tonga",2000,"Total","February","Data tabulated by year of registration","Final figure, complete",2002,55,""
"Tonga",2000,"Total","March","Data tabulated by year of registration","Final figure, complete",2002,51,""
"Tonga",2000,"Total","April","Data tabulated by year of registration","Final figure, complete",2002,64,""
"Tonga",2000,"Total","May","Data tabulated by year of registration","Final figure, complete",2002,50,""
"Tonga",2000,"Total","June","Data tabulated by year of registration","Final figure, complete",2002,46,""
"Tonga",2000,"Total","July","Data tabulated by year of registration","Final figure, complete",2002,50,""
"Tonga",2000,"Total","August","Data tabulated by year of registration","Final figure, complete",2002,67,""
"Tonga",2000,"Total","September","Data tabulated by year of registration","Final figure, complete",2002,62,""
"Tonga",2000,"Total","October","Data tabulated by year of registration","Final figure, complete",2002,46,""
"Tonga",2000,"Total","November","Data tabulated by year of registration","Final figure, complete",2002,40,""
"Tonga",2000,"Total","December","Data tabulated by year of registration","Final figure, complete",2002,68,""
"Trinidad and Tobago",2012,"Total","Total","Data tabulated by year of occurrence","Provisional figure",2018,9616,""
"Trinidad and Tobago",2012,"Total","January","Data tabulated by year of occurrence","Provisional figure",2018,753,""
"Trinidad and Tobago",2012,"Total","February","Data tabulated by year of occurrence","Provisional figure",2018,724,""
"Trinidad and Tobago",2012,"Total","March","Data tabulated by year of occurrence","Provisional figure",2018,867,""
"Trinidad and Tobago",2012,"Total","April","Data tabulated by year of occurrence","Provisional figure",2018,820,""
"Trinidad and Tobago",2012,"Total","May","Data tabulated by year of occurrence","Provisional figure",2018,861,""
"Trinidad and Tobago",2012,"Total","June","Data tabulated by year of occurrence","Provisional figure",2018,783,""
"Trinidad and Tobago",2012,"Total","July","Data tabulated by year of occurrence","Provisional figure",2018,859,""
"Trinidad and Tobago",2012,"Total","August","Data tabulated by year of occurrence","Provisional figure",2018,797,""
"Trinidad and Tobago",2012,"Total","September","Data tabulated by year of occurrence","Provisional figure",2018,804,""
"Trinidad and Tobago",2012,"Total","October","Data tabulated by year of occurrence","Provisional figure",2018,751,""
"Trinidad and Tobago",2012,"Total","November","Data tabulated by year of occurrence","Provisional figure",2018,778,""
"Trinidad and Tobago",2012,"Total","December","Data tabulated by year of occurrence","Provisional figure",2018,819,""
"Turkey",2017,"Total","Total","Data tabulated by year of occurrence","Final figure, complete",2019,425781,"48"
"Turkey",2017,"Total","January","Data tabulated by year of occurrence","Final figure, complete",2019,43727,"48"
"Turkey",2017,"Total","February","Data tabulated by year of occurrence","Final figure, complete",2019,36151,"48"
"Turkey",2017,"Total","March","Data tabulated by year of occurrence","Final figure, complete",2019,36897,"48"
"Turkey",2017,"Total","April","Data tabulated by year of occurrence","Final figure, complete",2019,34056,"48"
"Turkey",2017,"Total","May","Data tabulated by year of occurrence","Final figure, complete",2019,34217,"48"
"Turkey",2017,"Total","June","Data tabulated by year of occurrence","Final figure, complete",2019,32911,"48"
"Turkey",2017,"Total","July","Data tabulated by year of occurrence","Final figure, complete",2019,36335,"48"
"Turkey",2017,"Total","August","Data tabulated by year of occurrence","Final figure, complete",2019,33594,"48"
"Turkey",2017,"Total","September","Data tabulated by year of occurrence","Final figure, complete",2019,32433,"48"
"Turkey",2017,"Total","October","Data tabulated by year of occurrence","Final figure, complete",2019,34652,"48"
"Turkey",2017,"Total","November","Data tabulated by year of occurrence","Final figure, complete",2019,34624,"48"
"Turkey",2017,"Total","December","Data tabulated by year of occurrence","Final figure, complete",2019,36184,"48"
"Turks and Caicos Islands",2018,"Total","Total","Data tabulated by year of occurrence","Provisional figure",2019,103,"50"
"Turks and Caicos Islands",2018,"Total","January","Data tabulated by year of occurrence","Provisional figure",2019,9,"50"
"Turks and Caicos Islands",2018,"Total","February","Data tabulated by year of occurrence","Provisional figure",2019,9,"50"
"Turks and Caicos Islands",2018,"Total","March","Data tabulated by year of occurrence","Provisional figure",2019,14,"50"
"Turks and Caicos Islands",2018,"Total","April","Data tabulated by year of occurrence","Provisional figure",2019,11,"50"
"Turks and Caicos Islands",2018,"Total","May","Data tabulated by year of occurrence","Provisional figure",2019,9,"50"
"Turks and Caicos Islands",2018,"Total","June","Data tabulated by year of occurrence","Provisional figure",2019,9,"50"
"Turks and Caicos Islands",2018,"Total","July","Data tabulated by year of occurrence","Provisional figure",2019,8,"50"
"Turks and Caicos Islands",2018,"Total","August","Data tabulated by year of occurrence","Provisional figure",2019,9,"50"
"Turks and Caicos Islands",2018,"Total","September","Data tabulated by year of occurrence","Provisional figure",2019,5,"50"
"Turks and Caicos Islands",2018,"Total","October","Data tabulated by year of occurrence","Provisional figure",2019,7,"50"
"Turks and Caicos Islands",2018,"Total","November","Data tabulated by year of occurrence","Provisional figure",2019,8,"50"
"Turks and Caicos Islands",2018,"Total","December","Data tabulated by year of occurrence","Provisional figure",2019,5,"50"
"Ukraine",2019,"Total","January","Data tabulated by year of registration","Provisional figure",2019,62196,"51"
